title,release_year,location,lat,lng,fun_fact,production_company,distributor,director,writer,actor1,actor2,actor3
Getting Even with Dad,1994,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.800781,-122.410084,"Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,
When a Man Loves a Woman,1994,766 Vallejo Street at Stockton Street (North Beach),37.7986593,-122.4099628,,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,
When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)",37.7878481,-122.4088069,"The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels. ",Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,
Golden Gate,1994,Ross Alley (Chinatown),37.7950631,-122.4072547,Ross Alley is the oldest alley in San Francisco.,American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Wang,Matt Dillon,Joan Chen,
When a Man Loves a Woman,1994,Grant Street at Pacific Avenue,37.7969186,-122.4068665,,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,
Getting Even with Dad,1994,"Neiman Marcus (150 Stockton Street, Union Square)",37.7866815,-122.4068162,The City of Paris department store previously occupied the space that now houses Neiman Marcus. City of Paris' original rotunda and glass dome were incorporated into Neiman Marcus' design.,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,
Getting Even with Dad,1994,California & Grant Streets,37.792486,-122.4059615,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,
Getting Even with Dad,1994,140 Maiden Lane,37.7882919,-122.4059318,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,Connie Nielsen
Golden Gate,1994,Bush Street (between Grant & Kearny Streets),37.7975623,-122.4054395,,American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Wang,Matt Dillon,Joan Chen,Bryce Dallas Howard
When a Man Loves a Woman,1994,"International Studies Academy (993 Vermont Street, Potrero Hill)",37.7571929,-122.4031392,,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,
Getting Even with Dad,1994,Embarcadero Street Station- BART,37.792976,-122.396742,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,John Heard
Getting Even with Dad,1994,Transbay Terminal (Mission Street at 1st Street),37.7885557,-122.3960306,"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,
Interview With The Vampire,1994,100 Market Street at 6th Street,37.7942635,-122.3955861,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,
Interview With The Vampire,1994,Ferry Building,37.795923,-122.392052,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Chazz Palminteri
Getting Even with Dad,1994,Candlestick Park (602 Jamestown Ave.),37.7135683,-122.3857794,"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,John Heard
Junior,1994,Chinatown Gate,37.798638,-122.2668066,"Designed in 1970, the Chinatown Gate (aka the Dragon Gate) is based on ceremonial gates found in Chinese villages. ",Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Ruth Gordon
Jade,1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)",37.7702031,-122.4698909,"The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Nine Months,1995,Chrissy Field,37.8039069,-122.4640618,Chrissy Field was originally an airfield for the Presidio Army Base.,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Forest Whitaker
Nine Months,1995,Wasteland Store (1600 Haight Street),37.769961,-122.448967,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,
Murder in the First,1995,Palace of Fine Arts,37.801456,-122.448053,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kirsten Stewart
Jade,1995,Palace of Fine Arts,37.801456,-122.448053,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Copycat,1995,Twin Peaks,37.7544066,-122.4476845,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ""called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Copycat,1995,82 & 67 Rico Way (Marina District),37.804986,-122.439794,,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Copycat,1995,Alta Plaza Park,37.7911358,-122.4378768,The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Murder in the First,1995,Alamo Square,37.7763422,-122.4346334,,Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kristen Stewart
Nine Months,1995,Alamo Square,37.7763422,-122.4346334,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,
Nine Months,1995,Pierce Street between Pacific & Green Streets,37.7977381,-122.42297,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Murder in the First,1995,Alcatraz Island,37.8269775,-122.4229555,Alcatraz Island was a military fort before it became a prison.,Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kristen Stewart
Murder in the First,1995,Aquatic Park (Jefferson Street),37.8074647,-122.4208864,"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kristen Stewart
Jade,1995,War Memorial Opera House (401 Van Ness Avenue),37.7785837,-122.4207164,In 1945 the United Nations had its first conference at The War Memorial Opera House.,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Jade,1995,Lombard & Hyde Streets,37.8020032,-122.4196662,,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Nine Months,1995,Star's Café (55 Golden Gate Avenue at Van Ness),37.7749295,-122.4194155,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Ving Rhames
Jade,1995,Fior d' Italia (601 Union Street at Stockton),37.7749295,-122.4194155,,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Nine Months,1995,Belli Building (722 Montgomery Street at Washington),37.7749295,-122.4194155,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,
Jade,1995,Sheraton Palace Hotel (639 Market Street),37.7749295,-122.4194155,"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Nine Months,1995,Jones Street at Bush,37.7895596,-122.4137276,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Jade,1995,Washington Square (North Beach),37.8009182,-122.410111,"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Jamie Chung
Nine Months,1995,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",37.800781,-122.410084,"Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Copycat,1995,Sound Factory (1st and Harrison Streets),37.773256,-122.4091853,,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Nine Months,1995,Jack Kerouac Alley between Columbus & Grant Streets,37.7963272,-122.4067478,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",37.7563054,-122.4045441,SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Nine Months,1995,The Malloch Apartment Building (1360 Montgomery Street),37.8017938,-122.4043215,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Ving Rhames
Nine Months,1995,Montgomery & Vallejo Streets,37.799174,-122.4040675,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Jade,1995,Hall of Justice (850 Bryant Street),37.775471,-122.4037169,,Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,
Nine Months,1995,"101 Henry Adams Place, 4th Floor",37.7681527,-122.4034569,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,
The Net,1995,Montgomery & Market Streets,37.7888201,-122.4019967,,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,William Holden
The Net,1995,Moscone Convention Center,37.784173,-122.401557,,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,William Holden
Nine Months,1995,Marathon Plaza (303 2nd Street),37.785745,-122.3958493,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain
Nine Months,1995,60 Spear Street,37.7925749,-122.3945751,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,
Murder in the First,1995,Pier 7,37.8001077,-122.3943664,,Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Fred Astaire
Copycat,1995,"Java House (Pier 40, Embarcadero)",37.7815904,-122.3866351,,Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Copycat,1995,Treasure Island,37.8235515,-122.370648,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Regency Enterprises,Warner Bros. Pictures,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter,
Mother,1996,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,Tom Arnold
The Rock,1996,Alcatraz Island,37.8269775,-122.4229555,Alcatraz Island was a military fort before it became a prison.,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,Don Johnson
The Rock,1996,Palace of Fine Arts (3301 Lyon Street),37.7749295,-122.4194155,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),37.7749295,-122.4194155,,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
The Rock,1996,City Hall,37.7793176,-122.4191405,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,Tom Arnold
Homeward Bound II: Lost in San Francisco,1996,Pier 39 (Fisherman's Wharf),37.808673,-122.409821,,Walt Disney Pictures,Buena Vista Pictures,David R. Ellis,Sheila Burnford,Michael J. Fox,Sally Field,
The Rock,1996,Coit Tower,37.8023302,-122.4058209,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
The Fan,1996,Candlestick Park (602 Jamestown Ave.),37.7135683,-122.3857794,"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Mandalay Entertainment,Columbia TriStar,Tony Scott,Phoef Sutton,Robert De Niro,Wesley Snipes,Meg Ryan
Phenomenon,1996,Treasure Island,37.8235515,-122.370648,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Touchstone Pictures,Buena Vista Pictures,Jon Turteltaub,Gerald Dipego,John Travolta,Kyra Sedgwick,Lauryn Hill
The Rock,1996,The San Francisco Bay,37.6909682,-122.3107517,,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicholas Cage,
The Game,1997,Presidio (Golden Gate National Recreation Area),37.806021,-122.475726,"In 1776, Spain made the Presido a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan
The Game,1997,Sheraton Palace Hotel (639 Market Street),37.7749295,-122.4194155,"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan
The Game,1997,Merchant Exchange Building,37.7749295,-122.4194155,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan
